Uniprot Accession,glucose,lb,glycerolaa,acetate,fumarate,glucosamine,glycerol,pyruvate,chemostatµ05,chemostatµ035,chemostatµ020,chemostatµ012,stationaryphase1day,stationaryphase3days,osmoticstressglucose,42cglucose,ph6glucose,xylose,mannose,galactose,succinate,fructose,glucose_uncertainty,lb_uncertainty,glycerolaa_uncertainty,acetate_uncertainty,fumarate_uncertainty,glucosamine_uncertainty,glycerol_uncertainty,pyruvate_uncertainty,chemostatµ05_uncertainty,chemostatµ035_uncertainty,chemostatµ020_uncertainty,chemostatµ012_uncertainty,stationaryphase1day_uncertainty,stationaryphase3days_uncertainty,osmoticstressglucose_uncertainty,42cglucose_uncertainty,ph6glucose_uncertainty,xylose_uncertainty,mannose_uncertainty,galactose_uncertainty,succinate_uncertainty,fructose_uncertainty
P27829,1.9578542349371322e-07,3.923355856163314e-07,2.9427912782556566e-07,8.711799494275683e-08,1.143852413913756e-07,1.1854032517974353e-07,1.309244867179499e-07,1.2022283302100444e-07,1.080068822059829e-07,8.766248241114906e-08,7.706591860320797e-08,3.954698454638304e-08,1.0331649712742566e-07,1.2210131478695763e-07,3.3061279080776215e-07,1.680968023224335e-07,1.2651435784349157e-07,1.5261261658878994e-07,8.538553481605428e-08,5.439947195520562e-08,1.3202765900239504e-07,1.4046305096767127e-07,2.8858771422973327e-08,2.4520974101020713e-08,1.533194255971197e-08,9.975010420945659e-09,1.0100216814858466e-08,5.085379950210999e-09,1.9403008931600175e-08,5.7466514184040124e-09,1.9538444991062312e-08,9.80943178180758e-09,2.4337417094893073e-08,8.771521172387759e-09,4.086167461389686e-08,2.290620665403325e-08,1.9274725704092535e-08,7.719005162646146e-08,1.3106887472585726e-08,3.1041406214159877e-08,2.2712552261070444e-09,1.1374929585833495e-08,2.2154241180601892e-08,1.9819336491538416e-08
P0AAH4,4.056815081401264e-08,2.8023970401166534e-08,,4.3558997471378415e-09,2.563807134634281e-08,1.3383585100938788e-08,1.8974563292456504e-08,1.402599718578385e-08,1.4897500993928676e-08,1.8784817659531944e-08,2.408309956350249e-09,7.909396909276608e-09,0.0,3.1308029432553232e-09,5.51021318012937e-08,2.5214520348365027e-08,8.548267421857539e-09,,,6.799933994400703e-09,1.3591082544364198e-08,,,,,,,,,,,,,,,,,,,,,,,
P0ABU9,4.727071486154517e-07,4.413775338183729e-07,4.0545124278189053e-07,3.245145311617692e-07,3.9245970753247837e-07,3.8238814574110816e-07,4.572869753482018e-07,4.2478734334088225e-07,5.176881595390216e-07,4.591844316774475e-07,4.334957921430448e-07,4.2710743310093686e-07,6.418146033673413e-07,4.852744562045752e-07,1.227274753756087e-06,6.538965610342663e-07,4.6502574774905014e-07,3.626793947168891e-07,3.605167025566736e-07,3.1053031907763206e-07,3.2036123140287027e-07,3.8923496051282397e-07,1.4304118317103574e-07,1.6684070778334494e-08,1.1044491853378696e-07,5.695230021889051e-08,3.775462386462442e-08,2.749370767878568e-08,1.0197499550264901e-08,2.3618176289753054e-08,5.6997466365246265e-08,2.300514002704012e-08,2.8567372702226653e-08,3.199034673926017e-08,1.5602513007860068e-07,9.521084830733766e-08,1.3549113281467198e-07,2.2951769292302747e-08,6.166241415152404e-08,6.96344437856427e-09,4.401908938216984e-08,3.5214138183403476e-08,3.283702621879421e-08,8.652693172200078e-08
P0AE82,7.937246898393779e-08,5.838327166909695e-08,5.362419662599196e-08,8.711799494275683e-08,9.663580738236904e-08,7.074180696210502e-08,8.918044747454557e-08,1.3424883020678826e-07,8.938500596357206e-08,9.809849222200016e-08,1.0596563807941095e-07,1.5027854127625553e-07,6.261605886510647e-08,1.0331649712742566e-07,1.5528782598546403e-07,1.0590098546313309e-07,6.154752543737429e-08,7.720402956844669e-08,1.2712957405945858e-07,1.0653229924561101e-07,1.0290391069304319e-07,1.167704881538472e-07,1.943038040726797e-08,2.6272472251093625e-10,1.435519743677805e-08,8.668240496804306e-09,1.5384420535273153e-08,2.3839988946229394e-09,4.494694552717098e-09,2.032527289330775e-08,5.917287394788471e-09,2.2562653211060033e-09,1.1094602306914327e-08,1.9461071095275094e-08,1.3312174114721636e-08,1.0073358469924006e-08,4.3620350319316845e-08,7.51896996788245e-09,4.38218381114105e-09,3.573002488427713e-08,1.3412170063272884e-08,5.774050619112118e-09,2.1568659681261856e-08,1.7352094539661693e-08
P0A9E5,1.0741740802492916e-06,1.2855996421535148e-06,1.1104132423284677e-06,7.078337089098992e-07,8.815552224473259e-07,1.1567241408668524e-06,1.1916025747662685e-06,7.994818395896795e-07,9.236450616235778e-07,7.785263318894904e-07,7.56209326293978e-07,5.220201960122561e-07,3.0681868843902167e-07,3.0055708255251106e-07,1.577924683400683e-06,6.421297848716959e-07,6.599262449674021e-07,1.100606281987391e-06,1.049293350072845e-06,8.7039155128329e-07,1.4833695805563207e-06,1.1660125556231988e-06,2.6585808486169965e-07,1.319025232849506e-07,4.652631485356281e-08,9.704400149154719e-08,8.921338851166936e-08,1.4505320726470325e-07,2.0007007230325647e-07,1.052917582739608e-07,7.185958579431438e-08,2.6236337384675833e-08,6.253851128451199e-08,4.4684928778649135e-08,2.050469294837982e-07,8.307397761751406e-08,3.943233783818307e-07,3.020578508036457e-07,1.8675912732577478e-08,5.425988970197838e-08,8.362868000080573e-08,4.0299128824416324e-08,6.98667072442027e-08,3.2998155324136535e-08
P0AA89,1.2346828508612546e-08,1.5179650633965206e-08,9.155350643462044e-09,3.7025147850671655e-08,3.5498868018013125e-08,3.823881457411082e-08,1.8974563292456504e-08,2.4044566604200885e-08,3.7243752484821694e-08,7.305206867595755e-08,8.429084847225871e-08,1.2918681618485125e-07,1.0018569418417034e-07,7.827007358138309e-08,2.5046423546042586e-08,3.3619360464486693e-09,5.812821846863127e-08,1.6158982932930704e-08,2.656438860943911e-08,5.213282729040539e-08,3.883166441246913e-08,2.0307910983277777e-08,5.42396176383349e-09,1.7274442421452404e-09,2.3236279933106664e-09,1.0907608556807871e-08,1.060706176378232e-08,3.365015682521753e-09,4.15732681737722e-09,1.1733748502850035e-08,9.422669378659887e-10,7.780045313989479e-09,1.579610500370128e-08,2.0463191683680437e-08,5.4100274859451995e-09,1.1505700816463314e-08,8.430626165597933e-09,4.12038881852749e-09,4.9874011446085624e-09,3.3287504841837242e-09,2.6723774941095747e-09,1.3179178739014484e-08,1.3097920406325838e-08,2.3943027049284495e-09
P0ACZ4,9.171929749255034e-08,1.354491902723049e-07,8.762978473027954e-08,1.4374469165554877e-07,4.733182402401749e-08,5.735822186116624e-08,3.225675759717606e-08,9.016712476575332e-08,3.910594010906277e-08,2.2959221583872375e-08,1.926647965080199e-08,1.845525945497875e-08,4.383124120557453e-08,8.453167946789373e-08,3.3061279080776215e-07,7.564356104509506e-08,8.548267421857539e-08,1.9749868029137528e-07,1.0436009810851081e-07,4.986618262560516e-08,8.9312828148679e-08,1.4215537688294442e-07,2.859807695817719e-08,2.5721801232710698e-08,1.64568735723465e-08,2.275478468907337e-08,1.3096715707445641e-08,9.791048471701076e-09,8.912542124099745e-09,2.7122271129538595e-08,1.3272556073015906e-08,7.15638936769302e-09,7.94164291206058e-09,2.87532942308569e-09,3.1277973724297984e-08,1.4049165127563938e-08,3.3358830592503206e-08,3.7027523131574044e-08,5.5734703590511136e-09,1.4891400493969692e-08,7.319817281330946e-08,8.68668901338042e-09,4.036046704038804e-08,6.7523804019398605e-09
P0AED5,2.169514152227633e-07,2.1485043974227676e-07,1.922623635127029e-07,1.415667417819799e-07,1.7355002142139747e-07,1.9692989505667073e-07,2.220023905217411e-07,1.8434167729887345e-07,1.8435657479986738e-07,1.3566812754106403e-07,1.565401471627662e-07,9.227629727489375e-08,6.261605886510647e-08,5.948525592185115e-08,4.3079848499193246e-07,2.0507809883336887e-07,1.2993366481223456e-07,2.0288500793568549e-07,1.7266852596135422e-07,1.2239881189921265e-07,1.514434912086296e-07,2.0984841349387032e-07,5.271919389913148e-08,2.2924541920500927e-08,1.5188726717503531e-09,2.3075378910462716e-08,3.2210883975811365e-08,6.132396932064727e-08,1.0922517613669664e-08,4.0002143973855537e-08,2.652891111370092e-08,4.504181834363325e-09,3.1104527241241645e-08,1.2844860580665213e-08,6.283521507113434e-08,1.2438367013259075e-08,1.0188384170059202e-07,5.4899407057692845e-08,1.4136782731571125e-08,1.4912048083272885e-08,2.5624009252664966e-08,1.9645009309823633e-08,7.223854530651631e-09,1.0639314564139229e-08
P39176,1.2170445244203792e-07,8.640724207026347e-08,6.931908344335546e-08,2.3739653621901241e-07,1.9129945543040402e-07,2.141373616150206e-07,1.7266852596135422e-07,1.1821911913732102e-07,1.5269938518776894e-07,2.0245859033051093e-07,2.8658888480567964e-07,2.926476856432345e-07,4.351816091124899e-07,4.977976679775964e-07,6.261605886510647e-07,2.2693068313528521e-07,2.7525421098381273e-07,1.5799894423310023e-07,1.8974563292456505e-07,3.4679663371443584e-07,1.747424898561111e-07,1.624632878662222e-07,1.487228408841704e-08,6.2386028774730236e-09,3.6115242473988194e-09,2.0962114148138796e-08,1.6776962241246435e-08,1.370479114336132e-08,5.180055778840626e-09,2.7899712116407755e-09,2.1958171590001175e-08,1.648012925290359e-08,1.8599618623888607e-08,1.3959294605182284e-08,8.451226848964556e-08,2.299825226056495e-08,1.210994578451159e-07,1.8562929880466326e-08,4.227904680711363e-08,3.275318113952167e-08,9.24061232342632e-09,5.6111695334995726e-08,2.598420824160371e-08,3.129042924303439e-08
P0AAC8,2.559321166570972e-06,2.2804505913949266e-06,2.5530349222911297e-06,1.5899034077053123e-06,1.6822519121869548e-06,1.6500048488728824e-06,2.2579730318023248e-06,1.4747334183909876e-06,1.9720566940713087e-06,1.4610413735191513e-06,1.0500231409687086e-06,8.357596067468949e-07,2.8490306783623447e-07,2.911646737227451e-07,7.859567708748164e-06,2.3718458807695365e-06,1.4634633826220106e-06,3.6770663385157867e-06,2.1289460014136197e-06,1.754382970555381e-06,2.4405701083236847e-06,3.019109432847296e-06,7.247997543728993e-07,2.850563239243658e-08,1.9734959949310434e-07,1.7695624927760127e-07,1.2196326363355422e-07,2.2011064683964244e-07,1.874117616395929e-07,8.966379183817205e-08,2.6031148361741273e-08,2.1506529018201904e-07,1.4259314254355065e-07,7.63048520959915e-08,1.7279371064267618e-07,1.3643976610647836e-07,1.275607839129827e-06,1.0061370226224373e-06,1.4268767980564606e-07,5.1478928739221e-08,3.6447555544201177e-07,2.2438558193403326e-07,3.9390801548344274e-07,1.4461534183338547e-07
P0AAA1,1.1482550513009667e-06,1.8145520834755329e-06,1.734284993318667e-06,6.403172628292627e-07,7.61253503052948e-07,1.9310601359925968e-06,7.248283177718385e-07,5.590361735476706e-07,2.435741412507339e-06,1.895179381650556e-06,1.772516127873783e-06,1.4658748938525976e-06,4.996761497435496e-06,6.671741072077095e-06,7.2634628283523516e-06,6.3204397673235e-07,3.521886177805306e-06,1.0790609714101502e-06,5.293903158595365e-07,5.915942575128612e-07,6.368392963644938e-07,6.126219813288796e-07,1.1953335084043063e-07,1.656686052213162e-07,2.1106248368688177e-07,6.710524914450674e-08,3.882392865570035e-08,2.8483137005890795e-07,7.828145831935856e-09,2.0421591419696408e-07,1.0595475144406923e-07,1.8629613321624968e-07,1.7760611601295307e-07,4.470918426250423e-08,1.1567502866563173e-06,3.0209643574365084e-06,2.619931042186693e-06,2.0585672322172637e-07,2.792855738999607e-07,6.573639437830634e-07,5.770354442868947e-09,1.7777407438261475e-07,1.045053285334134e-07,1.4341480582909072e-07
P77717,8.161253644192894e-06,2.2232349851592116e-06,5.557297840581458e-06,1.0312592651348841e-05,6.338520100549675e-06,9.366597629928445e-06,5.677189337102987e-06,4.5203785215897665e-06,6.258812605074286e-06,7.2258931930332875e-06,8.739756831595052e-06,1.148708077790606e-05,3.238189484208981e-05,3.233180199499772e-05,5.1540530373046437e-05,8.366177851587516e-06,1.5766424432874044e-05,6.318162326775904e-06,7.445618635959932e-06,1.3237204842433367e-05,6.135402977170121e-06,5.425596884365712e-06,6.10706610194954e-06,2.6011849326362774e-07,2.717518644044334e-07,1.5809204534517773e-06,2.9283962864539495e-07,6.341186595461557e-07,4.67800401377286e-07,5.361168926605463e-07,1.6410606650504776e-06,8.37481021072558e-07,1.2095823454927553e-06,5.238108834725162e-07,1.6709057738518342e-06,3.611462282841245e-06,7.664076866472007e-06,3.2628093621191307e-07,8.923796229006711e-07,7.05106915668191e-07,3.395202097997729e-07,2.4396168524604696e-06,1.1215516642266984e-06,5.848793441346236e-07
P0AAS7,7.196437187877026e-07,3.584732880482552e-07,6.709564114422897e-07,5.183520699094032e-07,7.651978217216161e-07,5.238717596653182e-07,8.215985905633669e-07,6.972924315218257e-07,7.50461612569157e-07,6.011141651050222e-07,5.828110094367602e-07,5.56294249285788e-07,9.204560653170651e-07,8.766248241114906e-07,3.872177080218184e-06,5.849768720820686e-07,1.2138539739037705e-06,1.1077880521798048e-06,4.990310145916061e-07,6.913266227640714e-07,7.552758728225246e-07,8.630862167893053e-07,1.410501688823897e-08,1.1184366587105565e-08,1.2171149303563138e-07,3.6647491342594795e-08,6.090974660904064e-08,1.2499580185614494e-07,8.840400834461826e-08,4.0582419514570256e-08,4.953046642956438e-09,1.436662854601003e-08,6.375952443238156e-08,2.5812053166860567e-08,3.508778520988652e-07,1.709418407017407e-08,4.7356725691068395e-07,1.4694619026701562e-07,2.5575903230152445e-07,5.173370203679688e-08,3.867490363084947e-08,1.0134848289721289e-07,1.2885006390352267e-07,9.537102695521826e-08
P0A8J4,7.286392652725488e-06,1.1409258949574923e-05,1.3219018421924408e-05,6.914990848581325e-06,4.754876155079423e-06,7.399210620090444e-06,5.498828442153895e-06,9.164987303967906e-06,6.631250129922503e-06,6.608081412230903e-06,5.640261917772282e-06,6.119236742143668e-06,6.38683800424086e-07,4.884052591478305e-07,1.7417282933918013e-05,7.379449621954829e-06,4.68274089369356e-06,5.161897325797308e-06,5.451392033922754e-06,4.680621232812485e-06,5.5645775103068275e-06,5.516982483790462e-06,9.020554104074155e-07,5.111348009409567e-07,1.9643461374979672e-06,1.4597545681355172e-06,9.600094957105357e-07,1.9200951559134703e-06,1.5039295789290904e-06,3.24073951068305e-06,9.522475186568713e-07,1.1128009098196843e-06,5.228522797774905e-07,8.236492654925378e-07,6.322969624198453e-08,1.1975696954304801e-07,4.21498247000816e-06,3.1746392273649676e-06,7.075621490370968e-07,3.03003373024302e-07,5.925663140874033e-07,2.1718082520249926e-07,4.6130347560443587e-07,7.64653772253358e-07
P0AB55,3.7322698748891635e-06,1.98736656761606e-06,2.4889474677868952e-06,3.8506153764698525e-06,3.1081231109104813e-06,3.967277012063998e-06,3.648808521139386e-06,3.3301724746818223e-06,3.2495174043006933e-06,3.2497734550990264e-06,3.2030522419458306e-06,2.5468258047870676e-06,6.443192457219456e-06,6.424407639559924e-06,1.7191865122003632e-05,3.827564188881811e-06,5.525600061488713e-06,4.702264033482834e-06,3.5975772002497536e-06,3.365967327228348e-06,3.426894384400401e-06,3.95665798990862e-06,5.88205732282532e-07,5.1870267414779166e-08,2.0658263982631236e-07,2.2218050722231048e-07,1.7809545425517062e-07,2.384333484250463e-07,9.304461728905433e-08,5.001919056972097e-07,2.2844107352233867e-07,1.5761401257230278e-07,1.284423949020278e-07,5.755826318818772e-08,4.2525070217648416e-07,9.186902924570691e-08,1.8292144489811865e-06,4.75766228678009e-07,4.823848853679646e-07,5.153681380697186e-07,2.3456203345628394e-07,1.760400912140426e-07,3.899805809447656e-07,2.1840752104295586e-07
P76243,3.898070143433389e-07,2.311977558096239e-07,2.4457865290391456e-07,7.121896086570371e-07,4.5556880623116837e-07,5.58286692782018e-07,2.9410573103307585e-07,4.127650600387818e-07,4.860309699269231e-07,4.7170764345046875e-07,5.99669179131212e-07,3.9283337982740484e-07,7.482619034380223e-07,5.823293474454902e-07,1.5428596904362234e-06,4.3705168603832717e-07,5.436698080301394e-07,4.6501961995878345e-07,3.9467091648309536e-07,3.9892946100484126e-07,2.155157374892037e-07,2.3861795405351384e-07,1.288312182404735e-07,2.1547630841456946e-08,2.418882877219715e-08,6.110586842277379e-08,6.245848333429318e-08,1.1779849217700578e-08,8.473186111062914e-08,1.5631412823668667e-07,1.0177488510269769e-07,6.547302091092507e-08,1.9249380650111903e-08,1.3301338240955926e-07,1.2555834739690014e-07,1.3609036849801104e-07,2.932976271519261e-07,1.209322015268051e-07,2.29917961815946e-07,7.240355482758261e-08,3.698066487446603e-08,6.390849965297556e-08,6.114181472568708e-08,4.593395615530142e-08
P52007,4.956369729885893e-07,4.110182325504425e-07,2.955870350603459e-07,3.528278795181652e-07,3.116011748247818e-07,3.4414933116699745e-07,4.4210732471423667e-07,4.869024737350679e-07,2.700172055149573e-07,2.8177226489297916e-07,3.1067198436918213e-07,2.9792061691608553e-07,2.12894600141362e-07,2.8490306783623447e-07,1.5077946974717638e-06,2.941694040642586e-07,3.47059657327416e-07,4.3629253918912895e-07,3.6431161521516484e-07,3.422633443848354e-07,3.5919289581533946e-07,3.4184983488517594e-07,1.031916177762243e-07,5.589847962686018e-09,1.9508744313982836e-08,1.4042549604822977e-08,4.6366254813927546e-08,1.6071773765498777e-08,2.179589110841186e-08,6.831241706503003e-08,1.209677080707009e-08,9.721143138807783e-09,6.114024652385504e-08,1.1023062825895166e-08,5.4288123036047306e-08,4.105453207520138e-08,1.7912601005964557e-07,9.931159081209368e-08,7.00713448144053e-08,2.7879093254185337e-08,3.5447520160435544e-08,2.0090858315389838e-08,5.510019021807307e-08,2.4920852963129326e-08
P33355,5.820647725488771e-08,9.574856553731898e-08,2.223442299126496e-08,3.9203097724240584e-08,3.747102735234718e-08,4.015075530281636e-08,7.020588418208906e-08,4.808913320840177e-08,3.910594010906277e-08,3.3395231394723454e-08,2.8899719476202986e-08,4.745638145565965e-08,5.6354452978595827e-08,4.070043826231921e-08,9.016712476575334e-08,4.202420058060837e-08,2.051584181245809e-08,4.1295178606378463e-08,2.466693228019346e-08,2.719973597760281e-08,2.912374830935185e-08,3.89234960512824e-08,1.998228364160295e-08,1.2294115814991758e-08,1.873250137014073e-08,5.017996508702794e-09,6.954622676595636e-09,1.543395033840261e-08,1.4820462150839002e-08,6.2660140570547505e-09,8.716714050310092e-09,2.815218006575187e-09,1.192113428393373e-08,1.4260642627425722e-08,1.0887680315464714e-08,8.791294664660949e-09,2.8186243201774484e-08,5.740085557305298e-08,8.82591514771947e-09,1.208296926022634e-08,6.642804863056099e-09,5.970342047083817e-09,7.312973200478248e-09,3.27346601791285e-09
P21515,3.880431816992514e-08,5.955093710247888e-08,,1.7423598988551366e-08,7.691421403902842e-08,7.074180696210502e-08,5.692368987736952e-08,2.80519943715677e-08,2.048406386665193e-08,3.3395231394723454e-08,3.612464934525373e-07,1.318232818212768e-08,6.2616058865106465e-09,1.5654014716276617e-08,9.517640947496183e-08,6.051484883607606e-08,4.957995104677372e-08,,,4.0799603966404226e-08,3.883166441246913e-08,,,,,,,,,,,,,,,,,,,,,,,
P37794,6.878947311941275e-08,2.6856304967784594e-08,,3.7025147850671655e-08,1.9721593343340622e-08,4.9710458946344066e-08,3.605167025566736e-08,1.0419312195153716e-07,3.351937723633953e-08,5.2180049054255405e-08,2.6491409519852737e-08,5.272931272851072e-08,3.1308029432553234e-08,1.2523211773021293e-08,7.513927063812778e-08,8.404840116121674e-09,5.470891149988824e-08,,,3.6266314636803747e-08,4.077324763309258e-08,,,,,,,,,,,,,,,,,,,,,,,
P68206,8.007800204157279e-07,2.0188935343173726e-06,1.6832766111622352e-06,1.0824410871637538e-06,1.0846876338837341e-06,2.137549734692795e-06,8.19701134234121e-07,7.894632701712622e-07,6.424547303631743e-07,8.32793582905916e-07,1.249912867345779e-06,2.3332720882365993e-06,2.2360194620729525e-05,2.257308922087088e-05,1.043934933399055e-05,7.631594825438481e-07,2.836315130572331e-06,1.0269931375151513e-06,7.627774443567515e-07,1.6999834986001755e-06,6.310145467026233e-07,6.667764106176202e-07,5.639092903767556e-07,4.0781649393210925e-07,4.209874804516752e-07,1.040225884764367e-07,4.8377068471214545e-08,2.3577173573661526e-07,4.385401068152547e-08,1.4068235474451893e-07,1.014436019243452e-07,6.320903294255902e-08,1.1899170497131817e-07,1.8152856846480743e-07,2.56024228407353e-06,3.478513048936203e-06,1.703701811307258e-06,1.0836864652122638e-07,1.9457121795726192e-07,2.2973836486213937e-07,8.32190191793216e-08,3.6498645714945775e-07,2.0318668403824475e-07,8.161343265959673e-08
P0AF50,7.319905472963152e-07,6.912579365621077e-07,6.801117620857518e-07,1.2022283302100442e-06,9.91996145170033e-07,1.2637928216743625e-06,9.12676494367158e-07,1.0259015084459044e-06,7.783944269327734e-07,8.056599573977034e-07,1.1294973695282667e-06,1.421054978033364e-06,3.0838408991064935e-06,2.9993092196386e-06,4.237854863990406e-06,1.048924046491985e-06,1.9524242791522616e-06,8.582215379934306e-07,1.1119094089379513e-06,1.9107814524265976e-06,9.552589445467406e-07,7.412387508896388e-07,6.009642393302746e-08,5.889517619509159e-08,2.829264930276727e-08,9.353336409034147e-08,1.9710963404528558e-07,2.679240781949649e-07,3.787607451623706e-08,2.8561097995133974e-07,3.6662377508533626e-08,8.104939171420895e-08,1.597109280512969e-07,8.895804162488858e-08,5.368967005344407e-07,2.813352048021007e-07,4.27599555776632e-07,2.8635626469231185e-08,2.3468139835410188e-07,3.038104244496745e-08,2.7130589578086005e-08,3.31329503850772e-07,1.079442607337817e-07,4.232473267579837e-08
P64581,1.6639997164321534e-05,9.055245435876935e-06,1.3136620266133253e-05,2.2472086795484128e-05,2.7913943218164315e-05,2.247486326593364e-05,2.950734337609911e-05,1.8195725777729017e-05,2.1037133591051536e-05,2.4783436098809144e-05,3.2644641458327625e-05,4.211753854189793e-05,5.794803167671278e-05,6.141069973195316e-05,9.87430201879183e-05,1.9159673528710964e-05,2.6561176533195744e-05,2.1464515662576282e-05,2.714121533352979e-05,4.8415530040133003e-05,2.315337990593472e-05,1.8118041248914323e-05,9.29510241599001e-06,5.433147261526161e-07,1.54486654329727e-06,2.2427142621893157e-06,4.337826776102733e-06,3.324032277031584e-06,7.0345506608620285e-06,2.1107041902165666e-06,9.866415654203171e-07,1.539051381736048e-06,4.997894607269959e-06,1.0824207405267768e-06,1.2864463032230238e-05,1.2712014844514306e-05,2.594966570538493e-05,3.5694471783988537e-06,1.6521051803647753e-06,1.860973507945364e-06,5.1541167918373056e-06,1.9898782846494665e-06,4.667721389036438e-06,1.9585602590076382e-06
P76035,1.2346828508612544e-07,9.34132346705551e-09,3.4005588104287584e-08,1.4810059140268662e-07,1.4396763140638655e-07,1.7398660631220426e-07,1.309244867179499e-07,1.3424883020678826e-07,1.1173125745446509e-07,8.766248241114906e-08,7.465760864685771e-08,5.8002244001361795e-08,3.1308029432553232e-09,9.39240882976597e-09,1.8534353424071514e-07,3.530032848771103e-08,2.0002945767146638e-07,6.643137427982622e-08,1.1005246709624774e-07,1.246654565640129e-07,1.4561874154675925e-07,1.269244436454861e-07,9.549037168560942e-08,2.410061454500322e-10,1.856705110494102e-09,3.453705791510652e-08,1.7434480163313408e-08,5.0577906454957775e-08,1.7439141630830928e-08,3.3427958721490286e-09,4.279307160506013e-09,1.2623397467205468e-08,1.5192823359635547e-08,4.8779887205145255e-09,1.4404824341917742e-09,2.9435809272486555e-09,4.1572554730192416e-08,7.974344205373922e-09,2.2163263909998474e-08,1.8129122040964574e-08,1.9468281429326226e-08,1.8737218121571136e-08,2.1245774391672172e-08,1.516747101563559e-08
P64559,3.3512820237662616e-07,1.5763483350656178e-07,,4.007427767366814e-07,5.9164780030021875e-08,1.0592151637028699e-06,4.383124120557453e-07,6.592218677318409e-07,1.3668457161929564e-06,4.591844316774475e-07,9.657322924964498e-07,9.781287511138738e-07,1.471477383330002e-07,1.4088613244648958e-07,8.064948381825714e-07,1.2439163371860077e-07,2.1370668554643844e-07,,,3.3093012106083425e-07,1.2523211773021294e-06,,,,,,,,,,,,,,,,,,,,,,,
P0ADS2,1.4339959396431425e-06,1.4385638139265486e-06,1.080331375928521e-06,9.778994932324453e-07,1.0965205898897383e-06,1.2867361104188292e-06,1.2048847690709882e-06,1.2483137495347626e-06,9.348181873690246e-07,7.931367456246819e-07,6.719184778217195e-07,9.174900414760864e-07,1.7751652688257684e-06,1.6092327128332361e-06,7.053072870565594e-06,1.65575350287597e-06,1.6224611566685606e-06,1.7164430759868612e-06,1.1593458171690925e-06,1.3894531795225436e-06,1.382407253083901e-06,1.2878600215228657e-06,1.1099128572837923e-07,7.825787147760426e-08,1.0133508306209528e-07,9.906121866444672e-08,1.59543745828957e-07,1.6611763185507086e-07,5.759349196159323e-08,7.177804059824884e-08,1.1470219159017931e-07,5.9168001223601274e-08,6.3832255393063355e-09,5.52329004968604e-08,3.3124583916288835e-07,2.664889372451839e-07,7.455098024187832e-07,2.1806273632876523e-07,1.9745352276656384e-07,6.917265596227052e-08,2.423032757883403e-08,1.6742910813246653e-07,4.7140087330161024e-08,7.302166322034647e-08
P32662,1.3017084913365797e-06,1.02988091224287e-06,1.1496504593718762e-06,9.016712476575334e-07,1.1221586612360813e-06,9.96121119655587e-07,1.096729758303986e-06,1.0379237917480047e-06,8.733659957690687e-07,7.680903220786394e-07,7.586176362503284e-07,6.327517527421287e-07,5.009284709208517e-07,5.760677415589795e-07,3.6918428306866774e-06,1.3229218342775516e-06,1.215563627388142e-06,1.0251976949670478e-06,8.880095620869644e-07,6.958599120936719e-07,8.445887009712035e-07,7.784699210256479e-07,9.853933279417909e-08,2.5129094258726028e-08,1.0645763253783576e-07,1.2289779105572177e-07,1.447584672994545e-07,1.288980728834329e-07,2.6102168247634865e-08,7.462672062668155e-08,9.965106011725076e-08,4.5163710938224e-08,1.1523401894642488e-07,2.8284003347573145e-08,1.3079242375743438e-07,8.053427026994535e-08,7.077262706426362e-07,3.903942332953055e-07,5.3606355967817054e-08,2.275938882826846e-08,7.397119652184415e-08,3.924649904208309e-08,4.7550343864678754e-08,2.3743332591282264e-08
Q47147,1.0406612600116288e-07,5.604794080233307e-08,7.324280514769635e-08,1.1760929317272173e-07,9.466364804803497e-08,1.3192391028068232e-07,1.0625755443775644e-07,1.0218940806785376e-07,1.080068822059829e-07,1.1479610791936188e-07,1.1319056794846169e-07,1.397326787305534e-07,1.1583970890044695e-07,1.5654014716276617e-07,4.107613461550984e-07,1.647348662759848e-07,1.8293292282775132e-07,1.562035016849968e-07,1.1384737975473904e-07,1.5413183720641596e-07,8.737124492805555e-08,1.0492420674693516e-07,4.719398814152737e-08,4.354925000341278e-09,6.78960803719145e-09,1.1972626044983073e-08,7.71508731591485e-09,1.0619874777594928e-08,9.796946519161142e-09,1.8956135196586872e-08,5.994381962432052e-09,5.613529677256795e-09,1.676352311316718e-08,7.992709223387656e-09,1.0217062325019422e-08,2.6157858590898227e-08,4.9784275153997925e-08,2.861444627213856e-08,2.1622671478240207e-08,6.872954074139859e-09,9.904722038662297e-09,1.2839182039294446e-08,1.0292332652524942e-08,7.103368796767514e-09
